,time (minutes),percents,optimization
36,2.160328875941053,0.9333333333333333,desired-0.1
37,2.213019824134737,0.9,desired-0.1
38,2.265710772328421,0.9,desired-0.1
39,2.3184017205221052,0.9,desired-0.1
40,2.3710926687157894,0.9,desired-0.1
41,2.4237836169094735,0.9,desired-0.1
42,2.4764745651031577,0.9,desired-0.1
43,2.5291655132968422,0.9,desired-0.1
44,2.581856461490526,0.9333333333333333,desired-0.1
45,2.6345474096842105,0.9333333333333333,desired-0.1
0,0.1540178095831579,0.5,lossy-0.5
1,0.18482137149978947,0.5,lossy-0.5
2,0.21562493341642106,0.5666666666666667,lossy-0.5
3,0.24642849533305264,0.6,lossy-0.5
4,0.2772320572496842,0.6,lossy-0.5
5,0.3080356191663158,0.6,lossy-0.5
6,0.33883918108294736,0.6,lossy-0.5
7,0.36964274299957894,0.5666666666666667,lossy-0.5
8,0.40044630491621047,0.6,lossy-0.5
9,0.4312498668328421,0.6,lossy-0.5
10,0.4620534287494737,0.6,lossy-0.5
11,0.4928569906661053,0.6,lossy-0.5
12,0.5236605525827368,0.6333333333333333,lossy-0.5
13,0.5544641144993684,0.6333333333333333,lossy-0.5
14,0.5852676764160001,0.6666666666666666,lossy-0.5
15,0.6160712383326316,0.7,lossy-0.5
16,0.6468748002492631,0.7,lossy-0.5
17,0.6776783621658947,0.7,lossy-0.5
18,0.7084819240825263,0.7333333333333333,lossy-0.5
19,0.7392854859991579,0.7666666666666667,lossy-0.5
20,0.7700890479157895,0.8,lossy-0.5
21,0.8008926098324209,0.8,lossy-0.5
22,0.8316961717490527,0.8,lossy-0.5
23,0.8624997336656842,0.7666666666666667,lossy-0.5
24,0.8933032955823158,0.7666666666666667,lossy-0.5
25,0.9241068574989474,0.7666666666666667,lossy-0.5
26,0.954910419415579,0.7666666666666667,lossy-0.5
27,0.9857139813322106,0.7666666666666667,lossy-0.5
28,1.016517543248842,0.7666666666666667,lossy-0.5
29,1.0473211051654736,0.8,lossy-0.5
30,1.0781246670821052,0.8,lossy-0.5
31,1.1089282289987368,0.8,lossy-0.5
32,1.1397317909153684,0.8,lossy-0.5
33,1.1705353528320002,0.8,lossy-0.5
34,1.2013389147486315,0.8,lossy-0.5
35,1.232142476665263,0.8,lossy-0.5
36,1.2629460385818947,0.8,lossy-0.5
37,1.2937496004985263,0.8,lossy-0.5
38,1.3245531624151579,0.8,lossy-0.5
39,1.3553567243317894,0.8,lossy-0.5
40,1.386160286248421,0.8333333333333334,lossy-0.5
41,1.4169638481650526,0.8333333333333334,lossy-0.5
42,1.4477674100816842,0.8333333333333334,lossy-0.5
43,1.4785709719983158,0.8,lossy-0.5
44,1.5093745339149474,0.8,lossy-0.5
45,1.540178095831579,0.8,lossy-0.5
0,0.16720542761178947,0.4666666666666667,topk-0.5
1,0.20064651313414736,0.5,topk-0.5
2,0.23408759865650527,0.5666666666666667,topk-0.5
3,0.26752868417886316,0.6,topk-0.5
4,0.300969769701221,0.6333333333333333,topk-0.5
5,0.33441085522357894,0.6,topk-0.5
6,0.36785194074593686,0.6666666666666666,topk-0.5
7,0.4012930262682947,0.7,topk-0.5
8,0.4347341117906526,0.6666666666666666,topk-0.5
9,0.46817519731301055,0.6,topk-0.5
10,0.5016162828353684,0.6,topk-0.5
11,0.5350573683577263,0.6,topk-0.5
12,0.5684984538800841,0.6333333333333333,topk-0.5
13,0.601939539402442,0.6,topk-0.5
14,0.6353806249248,0.6333333333333333,topk-0.5
15,0.6688217104471579,0.6,topk-0.5
16,0.7022627959695157,0.6,topk-0.5
17,0.7357038814918737,0.6333333333333333,topk-0.5
18,0.7691449670142316,0.6666666666666666,topk-0.5
19,0.8025860525365894,0.7,topk-0.5
20,0.8360271380589473,0.7333333333333333,topk-0.5
21,0.8694682235813052,0.7333333333333333,topk-0.5
22,0.9029093091036632,0.7333333333333333,topk-0.5
23,0.9363503946260211,0.7333333333333333,topk-0.5
24,0.9697914801483789,0.7333333333333333,topk-0.5
25,1.0032325656707368,0.7,topk-0.5
26,1.0366736511930947,0.7333333333333333,topk-0.5
27,1.0701147367154527,0.7333333333333333,topk-0.5
28,1.1035558222378106,0.7333333333333333,topk-0.5
29,1.1369969077601683,0.7333333333333333,topk-0.5
30,1.1704379932825264,0.7666666666666667,topk-0.5
31,1.203879078804884,0.7,topk-0.5
32,1.237320164327242,0.7,topk-0.5
33,1.2707612498496,0.7333333333333333,topk-0.5
34,1.304202335371958,0.7,topk-0.5
35,1.3376434208943158,0.7,topk-0.5
36,1.3710845064166737,0.7,topk-0.5
37,1.4045255919390314,0.7,topk-0.5
38,1.4379666774613895,0.7,topk-0.5
39,1.4714077629837474,0.7,topk-0.5
40,1.5048488485061051,0.7,topk-0.5
41,1.5382899340284633,0.7,topk-0.5
42,1.571731019550821,0.7,topk-0.5
43,1.6051721050731789,0.7,topk-0.5
44,1.638613190595537,0.7,topk-0.5
45,1.6720542761178947,0.7,topk-0.5
0,0.2162952111183158,0.5666666666666667,lossy-topk-0.1
1,0.25955425334197896,0.6,lossy-topk-0.1
2,0.3028132955656421,0.6,lossy-topk-0.1
3,0.3460723377893053,0.6666666666666666,lossy-topk-0.1
4,0.38933138001296846,0.7,lossy-topk-0.1
5,0.4325904222366316,0.7333333333333333,lossy-topk-0.1
6,0.47584946446029475,0.7333333333333333,lossy-topk-0.1
7,0.5191085066839579,0.7666666666666667,lossy-topk-0.1
8,0.5623675489076211,0.7666666666666667,lossy-topk-0.1
9,0.6056265911312843,0.8,lossy-topk-0.1
10,0.6488856333549474,0.7666666666666667,lossy-topk-0.1
11,0.6921446755786106,0.7666666666666667,lossy-topk-0.1
12,0.7354037178022738,0.7666666666666667,lossy-topk-0.1
13,0.7786627600259369,0.8,lossy-topk-0.1
14,0.8219218022496,0.8333333333333334,lossy-topk-0.1
15,0.8651808444732632,0.8333333333333334,lossy-topk-0.1
16,0.9084398866969263,0.8666666666666667,lossy-topk-0.1
17,0.9516989289205895,0.9,lossy-topk-0.1
18,0.9949579711442528,0.9,lossy-topk-0.1
19,1.0382170133679158,0.9,lossy-topk-0.1
20,1.081476055591579,0.9,lossy-topk-0.1
21,1.1247350978152422,0.8666666666666667,lossy-topk-0.1
22,1.1679941400389053,0.9333333333333333,lossy-topk-0.1
23,1.2112531822625685,0.9333333333333333,lossy-topk-0.1
24,1.2545122244862317,0.9333333333333333,lossy-topk-0.1
25,1.2977712667098948,0.9333333333333333,lossy-topk-0.1
26,1.341030308933558,0.9333333333333333,lossy-topk-0.1
27,1.3842893511572212,0.9333333333333333,lossy-topk-0.1
28,1.4275483933808844,0.9333333333333333,lossy-topk-0.1
29,1.4708074356045475,0.9333333333333333,lossy-topk-0.1
30,1.5140664778282107,0.9333333333333333,lossy-topk-0.1
31,1.5573255200518739,0.9333333333333333,lossy-topk-0.1
32,1.600584562275537,0.9333333333333333,lossy-topk-0.1
33,1.6438436044992,0.9333333333333333,lossy-topk-0.1
34,1.6871026467228631,0.9333333333333333,lossy-topk-0.1
35,1.7303616889465263,0.9333333333333333,lossy-topk-0.1
36,1.7736207311701895,0.9333333333333333,lossy-topk-0.1
37,1.8168797733938526,0.9333333333333333,lossy-topk-0.1
38,1.8601388156175158,0.9333333333333333,lossy-topk-0.1
39,1.903397857841179,0.9333333333333333,lossy-topk-0.1
40,1.9466569000648422,0.9333333333333333,lossy-topk-0.1
41,1.9899159422885055,0.9333333333333333,lossy-topk-0.1
42,2.0331749845121685,0.9333333333333333,lossy-topk-0.1
43,2.0764340267358317,0.9333333333333333,lossy-topk-0.1
44,2.119693068959495,0.9333333333333333,lossy-topk-0.1
45,2.162952111183158,0.9333333333333333,lossy-topk-0.1
0,0.1300125059343158,0.5,lossy-topk-0.5
1,0.15601500712117894,0.5,lossy-topk-0.5
2,0.18201750830804211,0.5333333333333333,lossy-topk-0.5
3,0.20802000949490526,0.6,lossy-topk-0.5
4,0.2340225106817684,0.6666666666666666,lossy-topk-0.5
5,0.2600250118686316,0.6666666666666666,lossy-topk-0.5
6,0.28602751305549473,0.6333333333333333,lossy-topk-0.5
7,0.3120300142423579,0.6666666666666666,lossy-topk-0.5
8,0.338032515429221,0.6666666666666666,lossy-topk-0.5
9,0.36403501661608423,0.7333333333333333,lossy-topk-0.5
10,0.3900375178029474,0.7,lossy-topk-0.5
11,0.4160400189898105,0.7,lossy-topk-0.5
12,0.4420425201766737,0.7333333333333333,lossy-topk-0.5
13,0.4680450213635368,0.7333333333333333,lossy-topk-0.5
14,0.4940475225504,0.7666666666666667,lossy-topk-0.5
15,0.5200500237372632,0.7,lossy-topk-0.5
16,0.5460525249241264,0.7333333333333333,lossy-topk-0.5
17,0.5720550261109895,0.7666666666666667,lossy-topk-0.5
18,0.5980575272978527,0.7666666666666667,lossy-topk-0.5
19,0.6240600284847158,0.7333333333333333,lossy-topk-0.5
20,0.650062529671579,0.7666666666666667,lossy-topk-0.5
21,0.676065030858442,0.7666666666666667,lossy-topk-0.5
22,0.7020675320453053,0.8,lossy-topk-0.5
23,0.7280700332321685,0.8,lossy-topk-0.5
24,0.7540725344190317,0.7666666666666667,lossy-topk-0.5
25,0.7800750356058948,0.7666666666666667,lossy-topk-0.5
26,0.8060775367927578,0.7666666666666667,lossy-topk-0.5
27,0.832080037979621,0.7666666666666667,lossy-topk-0.5
28,0.8580825391664842,0.7666666666666667,lossy-topk-0.5
29,0.8840850403533475,0.8,lossy-topk-0.5
30,0.9100875415402104,0.8,lossy-topk-0.5
31,0.9360900427270736,0.8,lossy-topk-0.5
32,0.9620925439139368,0.8,lossy-topk-0.5
33,0.9880950451008,0.8,lossy-topk-0.5
34,1.0140975462876631,0.8,lossy-topk-0.5
35,1.0401000474745263,0.8,lossy-topk-0.5
36,1.0661025486613895,0.8333333333333334,lossy-topk-0.5
37,1.0921050498482527,0.8333333333333334,lossy-topk-0.5
38,1.1181075510351157,0.8333333333333334,lossy-topk-0.5
39,1.144110052221979,0.8333333333333334,lossy-topk-0.5
40,1.1701125534088421,0.8333333333333334,lossy-topk-0.5
41,1.1961150545957053,0.8333333333333334,lossy-topk-0.5
42,1.2221175557825683,0.8333333333333334,lossy-topk-0.5
43,1.2481200569694315,0.8333333333333334,lossy-topk-0.5
44,1.2741225581562947,0.8333333333333334,lossy-topk-0.5
45,1.300125059343158,0.8333333333333334,lossy-topk-0.5
0,0.49271166634736846,0.5666666666666667,0.1
1,0.5912539996168422,0.5666666666666667,0.1
2,0.6897963328863159,0.5666666666666667,0.1
3,0.7883386661557895,0.6,0.1
4,0.8868809994252632,0.6666666666666666,0.1
5,0.9854233326947369,0.6333333333333333,0.1
6,1.0839656659642107,0.6666666666666666,0.1
7,1.1825079992336844,0.6333333333333333,0.1
8,1.2810503325031581,0.6333333333333333,0.1
9,1.3795926657726318,0.6666666666666666,0.1
10,1.4781349990421055,0.7,0.1
11,1.576677332311579,0.7333333333333333,0.1
12,1.6752196655810527,0.7333333333333333,0.1
13,1.7737619988505264,0.7333333333333333,0.1
14,1.8723043321200001,0.7666666666666667,0.1
15,1.9708466653894738,0.8333333333333334,0.1
16,2.0693889986589475,0.8333333333333334,0.1
17,2.1679313319284215,0.9,0.1
18,2.266473665197895,0.8333333333333334,0.1
19,2.365015998467369,0.9,0.1
20,2.4635583317368424,0.9333333333333333,0.1
21,2.5621006650063163,0.9333333333333333,0.1
22,2.6606429982757898,0.9333333333333333,0.1
23,2.7591853315452637,0.9666666666666667,0.1
24,2.857727664814737,0.9333333333333333,0.1
25,2.956269998084211,0.9333333333333333,0.1
26,3.054812331353684,0.9333333333333333,0.1
27,3.153354664623158,0.9333333333333333,0.1
28,3.251896997892632,0.9333333333333333,0.1
29,3.3504393311621055,0.9333333333333333,0.1
30,3.4489816644315794,0.9333333333333333,0.1
31,3.547523997701053,0.9333333333333333,0.1
32,3.646066330970527,0.9333333333333333,0.1
33,3.7446086642400003,0.9333333333333333,0.1
34,3.843150997509474,0.9333333333333333,0.1
35,3.9416933307789477,0.9333333333333333,0.1
36,4.040235664048422,0.9666666666666667,0.1
37,4.138777997317895,0.9666666666666667,0.1
38,4.237320330587369,0.9666666666666667,0.1
39,4.335862663856843,0.9666666666666667,0.1
40,4.434404997126316,0.9666666666666667,0.1
41,4.53294733039579,0.9666666666666667,0.1
42,4.631489663665263,0.9666666666666667,0.1
43,4.730031996934738,0.9666666666666667,0.1
44,4.828574330204211,0.9666666666666667,0.1
45,4.927116663473685,1.0,0.1
0,0.31149052846357894,0.5,lossy-0.1
1,0.37378863415629476,0.5666666666666667,lossy-0.1
2,0.43608673984901053,0.5666666666666667,lossy-0.1
3,0.4983848455417263,0.5666666666666667,lossy-0.1
4,0.5606829512344421,0.6333333333333333,lossy-0.1
5,0.6229810569271579,0.6333333333333333,lossy-0.1
6,0.6852791626198738,0.6666666666666666,lossy-0.1
7,0.7475772683125895,0.6666666666666666,lossy-0.1
8,0.8098753740053053,0.6666666666666666,lossy-0.1
9,0.8721734796980211,0.6666666666666666,lossy-0.1
10,0.9344715853907368,0.6333333333333333,lossy-0.1
11,0.9967696910834526,0.6666666666666666,lossy-0.1
12,1.0590677967761684,0.7,lossy-0.1
13,1.1213659024688842,0.7333333333333333,lossy-0.1
14,1.1836640081616,0.8,lossy-0.1
15,1.2459621138543158,0.8,lossy-0.1
16,1.3082602195470314,0.8666666666666667,lossy-0.1
17,1.3705583252397475,0.9,lossy-0.1
18,1.4328564309324632,0.9,lossy-0.1
19,1.495154536625179,0.9,lossy-0.1
20,1.5574526423178947,0.9,lossy-0.1
21,1.6197507480106106,0.9,lossy-0.1
22,1.6820488537033262,0.9333333333333333,lossy-0.1
23,1.7443469593960421,0.9333333333333333,lossy-0.1
24,1.8066450650887578,0.9333333333333333,lossy-0.1
25,1.8689431707814737,0.9,lossy-0.1
26,1.9312412764741893,0.8666666666666667,lossy-0.1
27,1.9935393821669052,0.8666666666666667,lossy-0.1
28,2.055837487859621,0.8666666666666667,lossy-0.1
29,2.1181355935523367,0.8666666666666667,lossy-0.1
30,2.180433699245053,0.8666666666666667,lossy-0.1
31,2.2427318049377685,0.8666666666666667,lossy-0.1
32,2.305029910630484,0.8666666666666667,lossy-0.1
33,2.3673280163232,0.9,lossy-0.1
34,2.429626122015916,0.9333333333333333,lossy-0.1
35,2.4919242277086315,0.9333333333333333,lossy-0.1
36,2.554222333401347,0.9333333333333333,lossy-0.1
37,2.616520439094063,0.9,lossy-0.1
38,2.678818544786779,0.9,lossy-0.1
39,2.741116650479495,0.9,lossy-0.1
40,2.8034147561722103,0.9,lossy-0.1
41,2.8657128618649264,0.9,lossy-0.1
42,2.928010967557642,0.9,lossy-0.1
43,2.990309073250358,0.9333333333333333,lossy-0.1
44,3.0526071789430738,0.9333333333333333,lossy-0.1
45,3.1149052846357894,0.9333333333333333,lossy-0.1
0,0.31505334775831584,0.5,topk-0.1
1,0.37806401730997896,0.5666666666666667,topk-0.1
2,0.4410746868616421,0.6333333333333333,topk-0.1
3,0.5040853564133053,0.6666666666666666,topk-0.1
4,0.5670960259649686,0.7333333333333333,topk-0.1
5,0.6301066955166317,0.7333333333333333,topk-0.1
6,0.6931173650682948,0.7666666666666667,topk-0.1
7,0.7561280346199579,0.7666666666666667,topk-0.1
8,0.8191387041716212,0.7666666666666667,topk-0.1
9,0.8821493737232842,0.8,topk-0.1
10,0.9451600432749474,0.7666666666666667,topk-0.1
11,1.0081707128266106,0.8,topk-0.1
12,1.0711813823782739,0.7666666666666667,topk-0.1
13,1.134192051929937,0.7666666666666667,topk-0.1
14,1.1972027214816001,0.8666666666666667,topk-0.1
15,1.2602133910332634,0.9333333333333333,topk-0.1
16,1.3232240605849264,0.9333333333333333,topk-0.1
17,1.3862347301365896,0.9333333333333333,topk-0.1
18,1.4492453996882528,0.9333333333333333,topk-0.1
19,1.5122560692399158,0.9333333333333333,topk-0.1
20,1.575266738791579,0.9666666666666667,topk-0.1
21,1.6382774083432423,0.9666666666666667,topk-0.1
22,1.7012880778949053,0.9666666666666667,topk-0.1
23,1.7642987474465683,0.9666666666666667,topk-0.1
24,1.8273094169982318,0.9666666666666667,topk-0.1
25,1.8903200865498948,0.9333333333333333,topk-0.1
26,1.9533307561015583,0.9333333333333333,topk-0.1
27,2.0163414256532213,0.9333333333333333,topk-0.1
28,2.079352095204884,0.9333333333333333,topk-0.1
29,2.1423627647565477,0.9333333333333333,topk-0.1
30,2.2053734343082105,0.9,topk-0.1
31,2.268384103859874,0.9,topk-0.1
32,2.331394773411537,0.9,topk-0.1
33,2.3944054429632002,0.9333333333333333,topk-0.1
34,2.4574161125148635,0.9333333333333333,topk-0.1
35,2.5204267820665267,0.9666666666666667,topk-0.1
36,2.5834374516181895,0.9333333333333333,topk-0.1
37,2.6464481211698527,0.9333333333333333,topk-0.1
38,2.7094587907215164,0.9333333333333333,topk-0.1
39,2.772469460273179,0.9333333333333333,topk-0.1
40,2.8354801298248424,0.9333333333333333,topk-0.1
41,2.8984907993765057,0.9333333333333333,topk-0.1
42,2.9615014689281685,0.9333333333333333,topk-0.1
43,3.0245121384798317,0.9333333333333333,topk-0.1
44,3.0875228080314954,0.9333333333333333,topk-0.1
45,3.150533477583158,0.9333333333333333,topk-0.1
0,0.26345474096842103,0.4666666666666667,desired-0.1
1,0.3161456891621053,0.5333333333333333,desired-0.1
2,0.3688366373557895,0.6,desired-0.1
3,0.42152758554947367,0.6,desired-0.1
4,0.47421853374315787,0.6,desired-0.1
5,0.5269094819368421,0.6,desired-0.1
6,0.5796004301305263,0.6666666666666666,desired-0.1
7,0.6322913783242106,0.6333333333333333,desired-0.1
8,0.6849823265178948,0.6666666666666666,desired-0.1
9,0.737673274711579,0.6666666666666666,desired-0.1
10,0.7903642229052632,0.7,desired-0.1
11,0.8430551710989473,0.7,desired-0.1
12,0.8957461192926316,0.7,desired-0.1
13,0.9484370674863157,0.7,desired-0.1
14,1.00112801568,0.8,desired-0.1
15,1.0538189638736841,0.8333333333333334,desired-0.1
16,1.1065099120673685,0.8333333333333334,desired-0.1
17,1.1592008602610526,0.8666666666666667,desired-0.1
18,1.2118918084547368,0.8666666666666667,desired-0.1
19,1.2645827566484211,0.9,desired-0.1
20,1.3172737048421053,0.9,desired-0.1
21,1.3699646530357896,0.9,desired-0.1
22,1.4226556012294735,0.9333333333333333,desired-0.1
23,1.475346549423158,0.9333333333333333,desired-0.1
24,1.528037497616842,0.9,desired-0.1
25,1.5807284458105264,0.9,desired-0.1
26,1.6334193940042103,0.8666666666666667,desired-0.1
27,1.6861103421978947,0.9,desired-0.1
28,1.738801290391579,0.9,desired-0.1
29,1.7914922385852632,0.9,desired-0.1
30,1.8441831867789475,0.8666666666666667,desired-0.1
31,1.8968741349726315,0.8666666666666667,desired-0.1
32,1.9495650831663158,0.8666666666666667,desired-0.1
33,2.00225603136,0.8666666666666667,desired-0.1
34,2.054946979553684,0.9,desired-0.1
35,2.1076379277473682,0.9,desired-0.1
36,2.160328875941053,0.9333333333333333,desired-0.1
37,2.213019824134737,0.9333333333333333,desired-0.1
38,2.265710772328421,0.9,desired-0.1
39,2.3184017205221052,0.9,desired-0.1
40,2.3710926687157894,0.9,desired-0.1
41,2.4237836169094735,0.9,desired-0.1
42,2.4764745651031577,0.9,desired-0.1
43,2.5291655132968422,0.9,desired-0.1
44,2.581856461490526,0.9,desired-0.1
45,2.6345474096842105,0.9,desired-0.1
0,0.1540178095831579,0.4666666666666667,lossy-0.5
1,0.18482137149978947,0.4666666666666667,lossy-0.5
2,0.21562493341642106,0.5666666666666667,lossy-0.5
3,0.24642849533305264,0.5,lossy-0.5
4,0.2772320572496842,0.5666666666666667,lossy-0.5
5,0.3080356191663158,0.6,lossy-0.5
6,0.33883918108294736,0.6333333333333333,lossy-0.5
7,0.36964274299957894,0.5666666666666667,lossy-0.5
8,0.40044630491621047,0.6,lossy-0.5
9,0.4312498668328421,0.6333333333333333,lossy-0.5
10,0.4620534287494737,0.6333333333333333,lossy-0.5
11,0.4928569906661053,0.6,lossy-0.5
12,0.5236605525827368,0.6333333333333333,lossy-0.5
13,0.5544641144993684,0.6666666666666666,lossy-0.5
14,0.5852676764160001,0.6333333333333333,lossy-0.5
15,0.6160712383326316,0.6333333333333333,lossy-0.5
16,0.6468748002492631,0.7,lossy-0.5
17,0.6776783621658947,0.7,lossy-0.5
18,0.7084819240825263,0.7333333333333333,lossy-0.5
19,0.7392854859991579,0.7333333333333333,lossy-0.5
20,0.7700890479157895,0.7666666666666667,lossy-0.5
21,0.8008926098324209,0.7666666666666667,lossy-0.5
22,0.8316961717490527,0.7666666666666667,lossy-0.5
23,0.8624997336656842,0.8,lossy-0.5
24,0.8933032955823158,0.7666666666666667,lossy-0.5
25,0.9241068574989474,0.7666666666666667,lossy-0.5
26,0.954910419415579,0.7333333333333333,lossy-0.5
27,0.9857139813322106,0.7333333333333333,lossy-0.5
28,1.016517543248842,0.7333333333333333,lossy-0.5
29,1.0473211051654736,0.7666666666666667,lossy-0.5
30,1.0781246670821052,0.7666666666666667,lossy-0.5
31,1.1089282289987368,0.7666666666666667,lossy-0.5
32,1.1397317909153684,0.7666666666666667,lossy-0.5
33,1.1705353528320002,0.7666666666666667,lossy-0.5
34,1.2013389147486315,0.7666666666666667,lossy-0.5
35,1.232142476665263,0.7666666666666667,lossy-0.5
36,1.2629460385818947,0.7666666666666667,lossy-0.5
37,1.2937496004985263,0.7666666666666667,lossy-0.5
38,1.3245531624151579,0.7666666666666667,lossy-0.5
39,1.3553567243317894,0.7666666666666667,lossy-0.5
40,1.386160286248421,0.7666666666666667,lossy-0.5
41,1.4169638481650526,0.8,lossy-0.5
42,1.4477674100816842,0.8,lossy-0.5
43,1.4785709719983158,0.8,lossy-0.5
44,1.5093745339149474,0.7666666666666667,lossy-0.5
45,1.540178095831579,0.7666666666666667,lossy-0.5
0,0.16720542761178947,0.4666666666666667,topk-0.5
1,0.20064651313414736,0.4666666666666667,topk-0.5
2,0.23408759865650527,0.5333333333333333,topk-0.5
3,0.26752868417886316,0.5666666666666667,topk-0.5
4,0.300969769701221,0.5333333333333333,topk-0.5
5,0.33441085522357894,0.5333333333333333,topk-0.5
6,0.36785194074593686,0.5666666666666667,topk-0.5
7,0.4012930262682947,0.6,topk-0.5
8,0.4347341117906526,0.6,topk-0.5
9,0.46817519731301055,0.5666666666666667,topk-0.5
10,0.5016162828353684,0.6,topk-0.5
11,0.5350573683577263,0.6,topk-0.5
12,0.5684984538800841,0.6333333333333333,topk-0.5
13,0.601939539402442,0.6333333333333333,topk-0.5
14,0.6353806249248,0.6333333333333333,topk-0.5
15,0.6688217104471579,0.6,topk-0.5
16,0.7022627959695157,0.6333333333333333,topk-0.5
17,0.7357038814918737,0.6333333333333333,topk-0.5
18,0.7691449670142316,0.7,topk-0.5
19,0.8025860525365894,0.7333333333333333,topk-0.5
20,0.8360271380589473,0.6666666666666666,topk-0.5
21,0.8694682235813052,0.7333333333333333,topk-0.5
22,0.9029093091036632,0.6666666666666666,topk-0.5
23,0.9363503946260211,0.6666666666666666,topk-0.5
24,0.9697914801483789,0.6666666666666666,topk-0.5
25,1.0032325656707368,0.6666666666666666,topk-0.5
26,1.0366736511930947,0.7,topk-0.5
27,1.0701147367154527,0.7,topk-0.5
28,1.1035558222378106,0.7,topk-0.5
29,1.1369969077601683,0.7,topk-0.5
30,1.1704379932825264,0.7333333333333333,topk-0.5
31,1.203879078804884,0.7333333333333333,topk-0.5
32,1.237320164327242,0.7333333333333333,topk-0.5
33,1.2707612498496,0.7333333333333333,topk-0.5
34,1.304202335371958,0.7333333333333333,topk-0.5
35,1.3376434208943158,0.7333333333333333,topk-0.5
36,1.3710845064166737,0.7333333333333333,topk-0.5
37,1.4045255919390314,0.7333333333333333,topk-0.5
38,1.4379666774613895,0.7333333333333333,topk-0.5
39,1.4714077629837474,0.7666666666666667,topk-0.5
40,1.5048488485061051,0.7666666666666667,topk-0.5
41,1.5382899340284633,0.7666666666666667,topk-0.5
42,1.571731019550821,0.7666666666666667,topk-0.5
43,1.6051721050731789,0.7666666666666667,topk-0.5
44,1.638613190595537,0.7333333333333333,topk-0.5
45,1.6720542761178947,0.7333333333333333,topk-0.5
0,0.2162952111183158,0.5,lossy-topk-0.1
1,0.25955425334197896,0.6333333333333333,lossy-topk-0.1
2,0.3028132955656421,0.7333333333333333,lossy-topk-0.1
3,0.3460723377893053,0.7333333333333333,lossy-topk-0.1
4,0.38933138001296846,0.7333333333333333,lossy-topk-0.1
5,0.4325904222366316,0.7666666666666667,lossy-topk-0.1
6,0.47584946446029475,0.7666666666666667,lossy-topk-0.1
7,0.5191085066839579,0.8,lossy-topk-0.1
8,0.5623675489076211,0.7666666666666667,lossy-topk-0.1
9,0.6056265911312843,0.8,lossy-topk-0.1
10,0.6488856333549474,0.8,lossy-topk-0.1
11,0.6921446755786106,0.8,lossy-topk-0.1
12,0.7354037178022738,0.8,lossy-topk-0.1
13,0.7786627600259369,0.8,lossy-topk-0.1
14,0.8219218022496,0.8333333333333334,lossy-topk-0.1
15,0.8651808444732632,0.8333333333333334,lossy-topk-0.1
16,0.9084398866969263,0.8666666666666667,lossy-topk-0.1
17,0.9516989289205895,0.9,lossy-topk-0.1
18,0.9949579711442528,0.9,lossy-topk-0.1
19,1.0382170133679158,0.9,lossy-topk-0.1
20,1.081476055591579,0.9,lossy-topk-0.1
21,1.1247350978152422,0.9333333333333333,lossy-topk-0.1
22,1.1679941400389053,0.9333333333333333,lossy-topk-0.1
23,1.2112531822625685,0.9333333333333333,lossy-topk-0.1
24,1.2545122244862317,0.9333333333333333,lossy-topk-0.1
25,1.2977712667098948,0.9333333333333333,lossy-topk-0.1
26,1.341030308933558,0.9,lossy-topk-0.1
27,1.3842893511572212,0.9,lossy-topk-0.1
28,1.4275483933808844,0.9,lossy-topk-0.1
29,1.4708074356045475,0.9,lossy-topk-0.1
30,1.5140664778282107,0.9333333333333333,lossy-topk-0.1
31,1.5573255200518739,0.9333333333333333,lossy-topk-0.1
32,1.600584562275537,0.9333333333333333,lossy-topk-0.1
33,1.6438436044992,0.9,lossy-topk-0.1
34,1.6871026467228631,0.9333333333333333,lossy-topk-0.1
35,1.7303616889465263,0.9333333333333333,lossy-topk-0.1
36,1.7736207311701895,0.9333333333333333,lossy-topk-0.1
37,1.8168797733938526,0.9333333333333333,lossy-topk-0.1
38,1.8601388156175158,0.9333333333333333,lossy-topk-0.1
39,1.903397857841179,0.9333333333333333,lossy-topk-0.1
40,1.9466569000648422,0.9333333333333333,lossy-topk-0.1
41,1.9899159422885055,0.9333333333333333,lossy-topk-0.1
42,2.0331749845121685,0.9333333333333333,lossy-topk-0.1
43,2.0764340267358317,0.9333333333333333,lossy-topk-0.1
44,2.119693068959495,0.9333333333333333,lossy-topk-0.1
45,2.162952111183158,0.9666666666666667,lossy-topk-0.1
0,0.1300125059343158,0.4666666666666667,lossy-topk-0.5
1,0.15601500712117894,0.5,lossy-topk-0.5
2,0.18201750830804211,0.5666666666666667,lossy-topk-0.5
3,0.20802000949490526,0.5666666666666667,lossy-topk-0.5
4,0.2340225106817684,0.6666666666666666,lossy-topk-0.5
5,0.2600250118686316,0.6333333333333333,lossy-topk-0.5
6,0.28602751305549473,0.6333333333333333,lossy-topk-0.5
7,0.3120300142423579,0.6666666666666666,lossy-topk-0.5
8,0.338032515429221,0.6666666666666666,lossy-topk-0.5
9,0.36403501661608423,0.6333333333333333,lossy-topk-0.5
10,0.3900375178029474,0.7,lossy-topk-0.5
11,0.4160400189898105,0.7333333333333333,lossy-topk-0.5
12,0.4420425201766737,0.7333333333333333,lossy-topk-0.5
13,0.4680450213635368,0.6666666666666666,lossy-topk-0.5
14,0.4940475225504,0.6666666666666666,lossy-topk-0.5
15,0.5200500237372632,0.6666666666666666,lossy-topk-0.5
